RP_AgeGrp,RP_Sex,RP_MarStat,RP_Educ,RP_EmpStat,RP_TotInc,SP_TotInc,HH_TotInc,ED002_C,HC001_C,RE001_C,TC001_C,TE001_C,
03,2,1,3,3,16000,76950,93000,0,3140,1834.24,115733.74,136350.74,
06,2,3,1,3,20400,0,20400,0,950,10,6000,6070,
06,2,2,4,3,63175,0,91350,0,8160,1752.02,57548.74,83148.74,
02,1,2,4,1,49100,0,97150,0,1555,1860,36320,65184,
05,2,1,4,3,41000,22000,63000,100,2851.5,1564,18520.17,24125.17,
05,2,1,1,3,9250,22200,31450,0,4272,672,23508.32,27772.32,
02,2,2,9,1,120975,0,120975,750,4495,40,122566.22,171321.22,
05,2,1,1,3,15500,14000,29500,0,220,0,5178,6836.96,
05,2,3,2,3,75700,0,75700,0,425.4,200,14875.45,25525.45,
01,1,2,2,1,53450,0,53450,0,1130,3237,37276.36,50936.36,
03,2,3,3,1,85250,0,85250,750,215,60,45251,78842,
05,2,1,1,3,13000,15500,28500,0,288,988,9175,9223,
03,2,1,4,2,52800,60775,113575,0,885.12,1072,29026.92,61102.92,
01,2,1,1,2,43250,28500,71750,50,1524.76,5145.48,82625.67,96994.67,
03,1,1,2,1,67500,27300,94800,0,1000,672,78579.56,106144.56,
05,1,1,4,2,96250,16150,112400,450,3705,1048,51533.1,80533.1,
05,2,1,2,1,52500,27000,79500,0,2656,2140,19630,36398,
01,2,1,2,2,15700,41375,59775,41250,1255.04,3511.08,168796.24,182171.24,
06,2,3,3,3,21025,0,21025,0,1507.3,720,15198.3,15373.3,
06,1,1,1,3,23000,19000,42000,0,6100,1176,17105,17105,
04,2,3,2,1,3550,0,3550,0,1800,770,15288,15493,
04,2,1,4,1,140000,150450,290450,0,11800,5056,111530.95,211793.95,
02,2,1,3,3,50,65000,65050,0,1190,200,26343,39597,
02,1,2,4,2,40950,0,40950,830,1170,4800,60614,70566,
04,2,3,2,1,49725,0,61525,2250,1444.01,350,34948.61,46752.61,
04,1,1,3,1,99075,39700,160175,2500,3095,1700,38631.22,74171.22,
04,1,1,1,2,73250,42750,197900,8400,1564.16,1374,59914.16,104249.16,
05,2,1,3,3,17250,45950,148700,0,5577.52,10640,47623.62,71482.62,
03,1,2,3,1,25400,0,33650,0,180,492,43833,48550,
04,1,1,4,2,10000,55000,65000,0,4200,2460,46981.46,59254.46,
05,1,2,4,3,72500,0,90050,0,100,1024,35041,58349,
02,1,1,4,1,105400,79600,185000,0,3190,2293,103162.99,150587.99,
04,1,1,3,3,6750,39000,45750,0,1715,5155.68,21139.68,26645.53,
05,2,1,4,3,51650,42500,94150,0,5355,20528,60402,80498,
04,1,1,1,3,525,16500,17025,0,388,924,12204,12204,
05,1,1,2,3,44600,16100,81025,0,4555,2958,86485,93015,
04,2,3,3,3,13800,0,13800,0,0,918,14868,14868,
02,2,1,3,3,7000,45100,52100,600,5170.15,888,25118.15,33253.15,
03,1,2,9,2,32000,0,36400,0,0,2900,35828.49,36269.49,
02,1,2,3,2,32500,0,32500,0,1420,3413,12418,19624.92,
04,2,2,4,3,40800,0,40800,0,3647,768,16794,24488,
04,1,1,4,2,1750,11500,13250,0,1960,648,16800,16800,
05,2,3,4,2,31000,0,31000,0,3543.03,10316,35578.03,37938.03,
05,1,1,3,1,101525,44775,146300,0,852,1383.02,108163.5,146937.5,
02,2,1,4,1,80975,75975,156950,0,1360.06,1890,56057.06,108637.06,
04,2,3,2,1,252200,0,293950,20600,7011.61,3090,81875.61,147078.61,
05,2,3,2,3,22000,0,22000,0,3000,492,13332,15732,
05,1,3,3,3,87025,0,87025,0,2145,989,86451.62,96386.62,
04,1,3,4,1,140425,0,140425,0,600,3365.3,89939.85,123778.85,
05,2,3,2,2,44500,0,44500,0,2045,1020,16736,23697,
01,2,1,2,1,21000,55000,76000,0,810,1942,40231,56149,
06,2,3,3,3,18500,0,18500,0,3270,200,12644.64,12894.64,
04,2,3,2,3,12000,0,12000,0,113,408,9827,9827,
05,1,1,2,3,45750,17000,62750,0,8244,2576,24888.32,34338.32,
03,2,1,3,1,58550,145225,203775,0,300,3736,48205,117921,
03,1,1,1,1,58350,53500,111850,550,10555,3138,46520,74006,
04,2,1,3,2,68800,31100,103650,12500,5007.01,7452,78592.01,97002.01,
03,2,3,2,1,16850,0,16850,0,720,120,14073.08,16426.08,
03,1,1,3,1,76350,98800,175150,1300,3585,1816,60231,119563,
04,2,3,3,3,13175,0,13175,0,2000,372,9721,9721,
04,2,1,4,2,35550,63175,98725,0,3295,6900,67958.96,106110.96,
06,2,3,1,3,21450,0,21450,0,961,0,18886,19131,
02,2,1,4,2,47000,52500,99500,200,1940,2024.04,63907.28,89199.28,
05,2,1,3,3,29300,116500,145800,1500,25705,4732,81400.2,159900.2,
03,1,1,4,1,55000,61400,116400,20,40,0,37266,70673,
03,1,1,3,3,1600,14500,16100,0,0,0,10956,11156,
03,1,3,4,1,60000,0,60000,6401.08,365.06,23775.6,108863.52,172162.52,
05,1,3,3,3,8750,0,8750,0,60,0,12087,12947.61,
05,2,1,4,3,60750,87975,148725,0,12015,32514,77699.7,110369.7,
02,1,1,3,1,110000,86300,196300,7800,660,6706,97688.08,151041.08,
03,2,3,3,2,10400,0,10400,0,1800.15,1200,32175.15,32951.15,
04,2,3,9,1,83450,0,83450,0,85,864,45074.39,68527.39,
06,2,3,3,3,29750,0,29750,0,9454.17,776,46081.41,47126.41,
04,2,1,3,2,31750,18375,50125,250,6335,5620,34152,41098,
02,1,2,4,1,75000,0,75000,0,1750,1698,32496.3,55077.3,
04,2,1,4,2,48050,160225,213475,24350,2300,2652,158059.12,246428.12,
06,2,3,1,3,34175,0,34175,0,494,1188,7568,9653,
06,2,3,2,3,27050,0,27050,0,80,11233,16573,20768,
04,2,1,4,3,32000,55000,95275,400,4655,1188,37293,60476,
05,1,1,1,3,12650,24300,36950,0,1666.92,912,10973.46,13772.46,
02,1,1,3,1,75000,40000,115000,300,2510,9950.39,63419.86,86352.86,
02,1,3,2,1,70050,0,70050,50,468,1176,28729.52,55778.52,
03,2,3,2,3,25000,0,40500,160,1620,784.02,26156.02,26356.02,
03,2,1,3,2,16500,94650,148650,0,4200,1500,39178,76854,
05,2,1,3,2,18775,50975,69750,0,1303,540,15871.12,26330.12,
05,2,1,3,2,16500,53000,69500,1150,1273,1446,37997.16,59583.16,
04,2,1,3,1,34000,21000,55000,0,2190,1900,54962,78785,
04,1,1,3,1,106000,44000,150000,0,6420,732,65843,142097,
05,1,1,3,3,36350,60050,96400,650,3700,1500,50140,69749,
04,1,1,3,3,53175,650,53825,100,3055.3,8912,41221.44,49571.44,
04,2,3,2,1,55000,0,55000,0,500,840,14905,29507,
03,1,1,4,2,110000,85475,195475,0,6467.92,2512,68891.93,148939.93,
03,1,1,4,1,105050,27400,132450,3490,4145,11910,101906.8,144663.8,
04,1,1,4,2,41700,31800,73500,4000,1000,14024,61639.82,74446.82,
03,2,2,3,3,38500,0,38500,0,0,900,15344.83,21670.83,
03,2,1,4,2,97500,14000,111500,0,0,13940,133808,154386,
02,2,2,3,1,80500,0,80500,350,2210,1100,44721.66,53768.66,
05,1,3,1,3,21500,0,82550,0,3179,0,26243,41159,
06,1,2,3,3,46500,0,46500,0,850,0,20425,30125,
03,1,2,2,3,12500,0,12500,0,125,1190,10117,10117,
03,2,1,4,1,85850,73950,159800,50,4175.25,9886,126246.09,172140.09,
06,1,1,1,3,26150,9000,35150,0,777,1032,17465,19105,
04,1,3,2,2,50000,0,50000,0,2610.15,3604,37783.35,56284.35,
06,1,3,4,3,67750,0,67750,0,3685,2316,32473.53,48693.53,
03,2,3,3,1,48250,0,62300,10200,1760,1552,27890,38132,
03,1,1,9,2,7700,106750,149525,600,17035.5,4582,119680.64,162241.64,
04,1,1,3,1,55125,16000,86775,0,6245,672,23684,37555,
05,1,1,3,2,23800,28000,52575,0,2900,200,43890.84,50839.84,
05,1,3,3,3,19500,0,19500,0,0,350,11378,12173,
03,1,1,3,1,85000,7050,113825,1150,2200,3512,54191.71,73734.71,
06,2,1,2,3,42700,22225,64925,200,8150,1055.05,37167.05,45712.05,
03,2,1,2,2,11100,52500,77900,21600,3100,5480,65167.34,76269.34,
01,1,2,2,2,10675,0,10675,3725,580,0,19499,19573,
02,2,2,2,2,9500,0,9500,0,60,0,9489,10993,
03,1,1,1,3,20050,36325,56375,33350,1195,0,49304.05,57673.05,
02,1,1,9,1,88550,5450,94000,1650,570,2814,47801.2,65050.2,
04,1,1,2,2,17050,23550,40600,0,1345,8539.74,27363.14,37804.14,
02,1,1,1,2,106650,8250,114900,250,540,984,46007,80518,
05,1,1,4,3,63750,23750,87500,250,2125.8,2954,39134.08,48464.08,
01,2,1,1,1,19000,155725,174725,0,0,100,33127,75835,
01,2,2,3,1,22550,0,22550,50,0,966,20559.15,21240.15,
05,1,2,1,3,19000,0,19000,0,665.6,996,6169.51,6869.51,
06,2,3,3,3,53500,0,53500,0,2800,2520,28648,45448,
02,2,1,4,1,49550,48000,97750,0,4355,2157,28923,52417,
03,2,1,4,1,65250,95150,165500,4730,14248,10144,110951,159143,
05,2,3,1,3,18025,0,18025,0,760,832.36,30338.36,31033.36,
03,2,1,4,2,44200,90000,134200,1000,5298,18317,103705,138951.16,
03,1,1,3,1,65000,50000,115000,50,2320,720,37173,74210,
02,1,1,4,2,160000,71850,231850,0,3860,4420,209973,299251,
03,1,3,3,1,33900,0,33900,0,1165,3932,23574,31388,
02,2,1,2,3,4800,80050,84850,0,1705,1313,24759,47523,
03,1,1,3,1,24000,30000,54000,17550,8310,1306,56530,67913,
04,1,1,4,2,50825,9500,60325,0,120,1380,29926.26,37063.26,
04,2,3,4,1,92500,0,92500,10550,645,516,47704,86665,
05,2,3,3,3,43500,0,43500,0,2665,1584,25473.22,31523.22,
04,1,2,3,1,49000,0,49000,0,3525,756,16779.33,31401.33,
03,1,1,3,1,60200,1950,72050,4050,1425,2084,27233,39688,
03,1,1,2,1,4200,14500,18700,0,500,23795.2,68361.64,69880.64,
05,1,2,4,2,63000,0,63000,0,1607,0,7550,19100,
01,1,1,3,2,85000,44000,129000,0,90,1564,56275.32,85611.32,
06,1,1,1,3,16550,23550,40100,0,2079.04,120,73384.17,73631.17,
04,2,1,3,1,52550,52825,112900,0,3110,2291.1,39589.1,70282.1,
04,2,3,4,1,101500,0,138750,400,9115.5,2045,103083.63,149906.63,
04,2,1,1,2,15000,14000,29000,0,920,972,15071,17763,
02,2,2,4,2,19350,0,19350,100,1369,210,21080,22891,
02,1,1,3,1,60475,26575,87050,1000,515,2328,34420.43,63707.43,
01,1,2,4,1,47950,0,84500,0,590,2948,23641,41802,
03,2,3,3,1,30900,0,30900,0,1088,75,17845.48,30180.69,
03,2,3,9,1,122750,0,218950,100,5098.49,3692,98334.12,163402.12,
04,1,1,4,1,24300,58300,82600,50,1815,3653.95,97131.06,115431.06,
02,1,1,4,1,100050,80500,180550,200,1540,7746,61820,122456,
01,2,2,3,1,28600,0,28600,700,800,50,22435,24522,
02,1,1,2,2,17200,16500,33700,0,75,608,35182,35367,
02,1,1,4,1,70000,37250,107250,650,6925,1280,50119,77395.93,
05,2,1,3,2,16100,24000,48250,15950,1660,612,39541,45406,
05,1,3,3,1,2800,0,2800,0,481,648,15279.64,15979.64,
04,1,3,2,1,35275,0,35275,0,2474,3179.8,18177.8,27023.33,
06,2,1,4,3,20600,17000,37600,0,1360,0,6400,6600,
04,2,3,3,2,6125,0,6125,0,2310,985,41787,50288.02,
02,2,3,3,1,78100,0,90100,0,1185,2230.01,47827.6,72130.6,
01,1,1,4,1,47375,4600,51975,7450,200,444,43437.54,51592.54,
04,2,2,4,3,58450,0,58450,0,4840,900,23205,37700,
06,2,1,3,3,17575,30225,47800,0,245,780,18241.29,22336.29,
01,2,2,3,1,23625,0,23625,0,245,1200,15046,18914,
05,2,3,3,2,34000,0,34000,0,660,0,8731.03,15854.03,
03,1,3,1,1,67500,0,89125,0,350.11,576,37097.11,61562.11,
04,1,1,3,3,63125,95675,158800,0,3480,3602,108341,163106,
05,2,3,3,3,45000,0,45000,0,529,1272,16854,27549,
04,1,1,3,1,80000,52550,132550,0,3640,2092,71502.06,116113.06,
04,2,1,9,2,55000,93500,148500,1451.6,4100,1000,71221.77,103623.77,
05,2,3,4,3,47750,0,63075,0,10485,4640,60878.72,77270.72,
03,2,1,1,2,14500,40500,69150,32050,400,6328,72157,82770,
05,2,3,3,3,29600,0,29600,0,1030.06,1628.24,27507.82,33207.82,
04,2,1,3,1,33000,60050,93050,0,3270,1670,36383,56758,
04,2,3,3,3,6850,0,34850,78200,234,648,89803.28,90954.28,
04,2,3,3,1,21750,0,21750,0,140.35,600,27328.35,32552.35,
03,2,1,3,2,91000,95000,186000,0,5186.05,2180,53087.45,97737.45,
02,2,1,2,1,28700,35000,63700,0,2585,1858,31388,39785,
05,1,3,3,3,19000,0,19000,0,2297,640,30868.78,30968.78,
03,2,3,3,3,30750,0,30750,0,420,590,17563.04,17563.04,
02,2,1,9,2,80250,43425,321300,650,2295,908,57453.22,149000.22,
02,2,1,9,1,116250,35800,152050,0,880,5728,83978.84,120548.84,
05,1,1,4,1,151900,89000,240900,0,5685,21056,66682,176591,
02,1,1,4,2,25950,0,25950,0,100,800,26221,27692,
04,2,2,2,1,25450,0,25450,0,905,1900,8476,13259,
04,1,3,4,2,67500,0,67500,0,450,936,16462,44574,
03,2,2,3,3,17500,0,24850,220,240,0,7758,7992,
05,2,1,4,3,115900,67000,182900,0,1265,25160.04,84402.04,132002.04,
02,1,1,3,2,14200,50500,64700,400,1045,2930.18,66601.66,78320.66,
05,2,3,3,3,23200,0,23200,0,804,1332,12432.1,12882.1,
01,2,1,4,1,67500,62500,130000,0,3355.45,920,62543.77,99116.77,
04,1,1,1,2,51000,29000,80000,0,1260,1156,18709,36733,
02,2,2,3,1,29400,0,29400,350,994,613,15245,20518,
03,1,1,2,1,40200,25000,107900,0,4000,2215.13,47493.76,59712.76,
02,1,1,3,2,62600,113825,176425,700,3115,7529,130268,173903.36,
04,1,1,3,3,58550,18250,76800,0,3225,943,19630,32135,
04,2,1,4,1,140000,71500,211500,0,2000,612,52882.38,152957.38,
05,1,2,3,3,22875,0,22875,0,300,1287,11090,11090,
03,2,1,4,2,50000,108850,158850,400,225,16247,81157.4,119954.4,
04,2,1,2,2,28000,37400,65400,0,5790,1176,30124.79,41685.79,
03,2,3,3,1,61500,0,92900,0,5140.1,3718,43059.17,57864.17,
03,2,1,3,1,57400,85050,142450,350,1800,7066.18,62319.98,103964.98,
05,1,1,2,3,40125,13500,53625,0,4422.8,924,31585.86,36518.86,
04,2,2,4,3,49300,0,49300,300,1659,1150,20424,30224,
06,1,1,4,3,22000,15700,37700,0,3695,3636,34225,36965,
02,1,1,9,1,146675,152650,299325,0,2959.96,6440,106630.1,189557.1,
03,2,1,3,1,12500,42000,54500,0,1705,1975,41117,51867.53,
05,2,3,9,3,32300,0,32300,0,85,420,14256,15156,
04,2,3,4,2,69000,0,69000,2450,1316.4,165,32819.4,44626.4,
06,1,2,4,3,33000,0,33000,0,500,1546,13931,14201,
04,2,2,2,3,11500,0,11500,0,0,468,11933,11933,
03,2,1,1,1,22000,44000,66000,0,2880,924,19858.36,36335.36,
05,1,1,4,1,105800,2250,108050,0,3605,682,15442.1,54986.1,
05,1,1,3,2,41825,1350,87375,0,4800,6927,34281.72,61550.72,
04,1,1,1,2,51900,43400,95300,0,1250,16843.04,95723.35,113772.35,
01,1,2,1,2,10500,0,10500,0,0,733,13308,13451,
03,2,2,3,3,28000,0,28000,0,3116,753,20835,21385,
04,1,1,3,3,53650,62150,115800,0,290.03,3178,26899.87,49587.87,
04,2,3,1,3,14075,0,14075,0,225,624,10142,10542,
02,2,3,4,3,37750,0,37750,950,1500.3,2148,100988.3,104030.3,
02,1,1,2,1,26750,55900,82650,50,4448,1568,44371,62532,
05,2,3,3,3,18500,0,90500,0,3593,1906,45956,62100,
02,2,1,3,3,17500,79250,96750,2300,3735,2038,114351,144169,
03,1,1,3,1,50675,23000,73675,0,825.13,0,26543.03,34958.03,
03,2,1,2,1,25650,29000,108650,2694,7940.11,0,58617.63,78838.63,
02,2,1,9,2,32000,34050,66050,450.48,690,700,32065.18,38756.18,
03,2,1,4,1,111325,61525,172850,50,2075,2238,47970.04,101965.04,
05,1,3,4,1,31400,0,31400,0,1000,1300,19101.1,23163.1,
04,2,1,4,2,26375,114625,151650,5600,8265,3518,106742.63,159765.63,
04,1,3,2,2,23500,0,33000,0,600,3998,23555.01,26748.01,
06,2,3,2,3,19000,0,19000,0,400,0,8040,8590,
04,2,1,2,2,20450,5725,49725,2050,480,0,26006,27576,
03,1,1,2,1,1450,38500,39950,800,1490,2590.02,21905.02,24779.02,
01,1,2,4,3,86050,0,86050,0,2393,5681,135754,154974,
02,1,2,3,1,44000,0,44000,0,0,3220.03,73412.16,81269.16,
03,2,1,4,1,186000,246600,432600,1150,6350,9412,211132,360926,
06,1,1,2,3,38000,12250,50250,0,3402,1234,21971,26116,
05,1,3,4,2,49550,0,107050,0,3795,2070,29912.56,57302.17,
02,1,1,4,1,67250,39000,106250,900,1660,3258,40204.96,64868.96,
05,2,1,4,3,38475,64525,103000,100,3600,3486,35962.4,53262.4,
05,1,3,3,3,19000,0,19000,0,665,773,8918,12013,
06,1,3,4,3,71000,0,91350,0,1640,480,17517,36838,
04,2,3,3,3,850,0,28525,0,7682.5,648,36850.5,42269.5,
01,1,1,4,1,93850,950,113900,300,800,5828,230988,269080,
04,2,1,3,3,17400,24400,41800,0,7875.73,20246,56995.29,64350.29,
05,1,1,4,3,47000,63300,110300,50,9310,4553.4,39338.46,71738.46,
04,2,1,4,1,33000,83000,116000,0,0,608,31917.28,67522.28,
01,2,1,4,2,30900,52050,82950,2490,428,804,28070.58,43163.58,
04,1,1,3,2,61450,8675,70125,0,1144,970,23568,37133,
03,1,1,2,3,0,44000,44000,0,0,0,19352.19,27259.19,
03,2,3,9,1,58300,0,58300,0,840.62,1032,30596.62,38916.62,
04,2,1,3,3,36050,19200,55250,0,5150,2124,22965.26,30908.26,
06,1,1,3,2,39250,15350,54600,0,4375,3092,36461.2,56121.2,
03,1,2,1,2,14675,0,21150,12800,1861.4,2149,39527.64,42376.64,
03,1,1,4,1,120125,67800,187925,0,1500,2760.02,47209.02,99391.02,
04,1,1,1,2,71250,18500,89750,0,580,1360,18163,41512,
03,1,3,4,1,135125,0,135125,0,1215,1616,67849.2,105849.2,
02,2,1,4,1,107300,82550,189850,500,640,32636.9,79536.98,139442.98,
03,2,1,4,1,62500,30000,92500,0,1385,8125.13,31629.13,54562.13,
03,2,3,3,1,86050,0,86050,900,3177.01,2484,26254.01,47013.01,
03,1,1,1,1,105050,1250,106300,150,3120.42,2504,40320.61,69110.61,
02,2,1,9,1,104550,100175,204725,1270,775,9554.99,118592.09,177775.39,
04,1,1,9,1,90000,56600,187725,8500,1965.16,7192,113034.67,164840.67,
04,2,3,3,1,7750,0,7750,0,0,0,12623,14539,
03,2,1,3,1,49250,59000,148525,0,60,1927,90552.53,125000.53,
02,1,1,3,1,125225,136650,261875,13200,1000,16484,69852.08,156450.08,
03,2,3,2,1,48100,0,48100,0,2780,1056,54165,57207,
04,1,2,3,2,83750,0,83750,0,155,2564,56504.88,73783.88,
02,2,3,3,1,52500,0,52500,490,458,4336,51134.35,58477.35,
03,1,1,3,1,116500,123900,240400,0,1685,10236,39197,120745,
01,1,2,2,2,1950,0,3200,50,480,2300,36346.28,36406.28,
05,1,1,1,3,30900,13050,80400,0,2140,1116,18513.24,29111.24,
06,1,1,1,2,53000,28500,81500,0,6068,1720,30571,46879,
03,2,3,4,1,53450,0,53450,1050,3480,612,39851.4,51052.4,
04,2,1,2,3,20125,37000,68525,0,950.1,1384,47402.9,53504.9,
04,2,1,3,3,0,140000,140000,0,635,1301,35025.68,109324.68,
04,1,1,3,2,33750,110000,143750,0,3630,1718,37558,73760.54,
06,1,1,1,3,15500,14000,29500,0,831,324,23043.41,25104.33,
02,1,1,3,1,60000,27000,87000,200,1432.08,3508,61078.85,79952.85,
05,2,3,1,3,18000,0,18000,0,1519,684,12229,12908,
03,1,1,4,1,45000,22650,67650,0,13720,120,77876.8,95666.8,
02,1,1,4,1,100125,72900,173025,900,345,3338.14,33158.32,90888.32,
03,1,1,4,1,57625,60675,127400,2450,5185,4802,111416,150912.49,
04,1,3,4,1,255325,0,255325,7500,3695,17875,157907.14,302895.14,
01,1,1,1,2,36000,17750,53750,1750,1545,6760,43468,45040,
05,2,3,3,2,58000,0,58000,0,240,0,9648,21426,
02,2,1,4,1,110000,95350,205350,0,2135,3023.26,54664.66,114615.66,
03,2,1,3,1,73375,74500,170125,3475,1585,456,76290,129116,
05,1,1,1,3,39400,56400,95800,0,3350,1200,27630.46,45224.46,
03,2,1,4,2,34350,10450,58650,40,695,400,17045.28,21445.28,
03,1,3,4,1,65900,0,65900,1250,3067,930,33456,51001,
03,1,1,3,2,27000,43300,100850,0,955.6,2100,38925.8,54279.8,
04,2,1,2,3,15200,48050,63250,850,660.26,1586,34121.77,49941.77,
02,1,1,1,1,23200,17000,40200,0,0,0,12548.74,14611.74,
03,2,1,4,1,50500,55000,124000,0,960,2015,48524.4,77490.4,
03,1,3,2,3,68000,0,68000,0,88,6326,20947,56347,
04,2,1,3,3,18750,44425,76625,0,4941.05,1392,14977.05,26780.05,
03,2,2,2,1,32575,0,32575,0,1067.28,1440,16954.28,25259.28,
04,2,1,3,1,52500,72500,125000,0,3300,2136,43153,80032,
04,2,3,4,1,137050,0,162050,0,6310.33,1476,46375.47,117029.47,
03,2,1,4,1,60750,0,68250,500,994.07,1564,125808.84,140399.84,
05,1,1,9,3,43000,28750,71750,0,120,0,32389.15,38713.15,
03,2,1,3,1,38500,49000,87500,1750,3425,10427,52316,74563,
02,1,1,2,2,44500,20450,64950,50,0,1183,49829,59894,
04,2,3,1,1,33100,0,33100,0,2740,9414,43647,50143,
05,1,3,1,3,19000,0,19000,0,220,844,10320,10320,
02,2,1,9,2,59500,168500,228000,250,400.46,1998.16,40288.12,113084.42,
04,1,1,3,2,2900,110000,112900,0,2665.07,998,42283.41,76499.41,
03,1,1,3,1,58050,70450,128500,1000,1180,2896,143687.32,181723.32,
03,2,1,4,2,114500,162500,277000,0,200,27402,80112.11,141147.11,
06,2,3,1,3,23000,0,23000,0,1240.13,984,17275.14,47475.14,
03,2,1,4,1,87775,75350,168850,750,2465,5376,77447,127918,
04,1,3,3,1,92000,0,92000,0,1530.1,1412,13683.22,43682.22,
02,1,1,2,3,19950,24175,44125,750,0,956,15584,17878,
03,2,2,3,2,35250,0,35250,0,25,950,27916,38408,
03,2,1,3,1,42200,48575,92375,350,3476.8,26082,53092.38,73252.38,
05,2,1,3,3,17100,72500,107600,0,390,420,38741.41,70361.41,
03,2,1,1,2,9975,40900,70875,0,1374.04,3866,45501.22,52432.22,
04,1,1,4,1,143475,166750,310225,7675,5170,7590,130051,269644,
04,1,1,9,3,6250,18500,37750,250,0,2008,22244,22244,
04,2,1,2,2,26600,56500,83100,0,13618.15,2108,42256.43,56250.43,
01,1,1,3,1,48075,12750,60825,5000,2798,720,25821,34937,
04,1,1,3,2,20100,19500,68600,2700,40,200,36542,41737,
03,2,1,3,3,2800,67600,151400,0,1960,1608,73924.9,97317.9,
01,2,2,2,3,18250,0,18250,27050,600,3340.2,54162.6,54162.6,
04,2,1,3,3,20000,55000,75000,0,3660,862,54302.92,67733.92,
02,1,3,2,1,16000,0,16000,0,0,0,11673,18489,
03,2,3,4,1,95000,0,95000,0,2120,6268,37118,68378,
03,2,2,3,1,55000,0,55000,0,500.05,450,23801.54,37317.54,
02,1,1,3,2,21400,33550,54950,500,0,690,35066,39100,
02,1,1,3,1,22000,40500,62500,0,600,1828,56958,69118,
06,2,3,3,3,22050,0,22050,0,867,1123,11635.26,13535.26,
05,1,1,4,3,83025,75150,158175,8400,9500,1738,59973,116392,
05,1,1,3,3,56500,55000,111500,0,2770,1570.02,22953.02,85953.02,
04,1,1,3,1,21000,145550,166550,0,3265,828,68092,117675,
03,1,1,2,1,130000,39050,169050,350,0,16332.12,107484.12,165553.12,
05,2,3,4,2,26000,0,26000,0,560,960,13472.04,14902.04,
03,2,3,3,2,72250,0,95725,0,1800,492,38249.48,53532.48,
01,2,1,3,2,31000,82400,113400,50,600,1298,100826,130507,
05,2,3,1,3,19675,0,19675,0,400,384,9189,9204,
06,1,1,3,3,21250,21000,42250,0,7280,1068,26145.35,28995.35,
03,2,1,4,1,105050,35000,140050,0,4080,750,68881.4,114825.4,
03,2,2,4,2,93025,0,93025,0,310,0,20575,54524,
05,2,1,1,3,32500,21750,54250,0,1925,2016,30254.6,37409.6,
05,2,3,1,3,18500,0,18500,0,180,492,9773.03,9813.03,
04,2,2,3,1,28200,0,28200,0,1420,1056,19037,25204,
04,1,1,2,1,85525,125500,215975,19200,0,996,72710.5,134875.5,
04,1,3,4,2,87700,0,87700,900,1313,648,64012,86712.92,
04,2,3,3,3,29250,0,29250,0,2503,480,13953,17203,
03,2,3,4,2,35125,0,35125,600,3822,5232,62571.66,64673.66,
03,2,2,3,1,52500,0,57400,0,1470.84,3140,38647.36,48434.36,
01,1,1,4,3,19200,19300,38500,5150,1295,2425,34781,34940,
06,2,3,1,3,39775,0,39775,0,1770,864,28219.8,32354.8,
03,2,2,3,1,95000,0,137125,3200,2990.63,2325.16,90087.47,116447.47,
03,2,1,3,1,77500,9750,120250,0,4700.7,784,51328.96,81275.96,
01,2,2,3,1,56000,0,56000,0,785,1560,69101.04,74499.04,
02,1,1,3,1,75350,75000,150350,0,11196,7110,47416,93600,
06,1,1,2,3,68000,19750,87750,0,5335,1874,34310.12,50243.12,
03,2,1,4,1,55175,95000,182575,2850,1906,2262,62497,111291,
03,2,1,4,1,77500,30000,130350,13000,6605,2940,90944.6,119613.6,
02,2,1,3,1,49600,14000,80200,1050,2950,1480,42403.86,57356.86,
05,2,1,3,3,25300,35500,60800,0,2162,1140,15974,33357,
02,2,1,3,3,21000,105800,126800,1150,8420.42,3055,47559.05,80460.05,
01,2,1,2,2,27000,6250,33250,0,916,720,43865,44825,
06,2,3,2,3,34500,0,34500,0,800,2433.62,15912.94,17112.94,
05,2,3,3,3,47250,0,47250,0,3824,13732,30956,37356,
03,2,2,4,3,11250,0,11250,0,180,600,7353,7728.64,
04,1,1,3,1,155000,27550,183050,200,1350,1132,77258.26,138886.26,
02,2,1,1,3,26500,23425,49925,0,0,632.04,23771.26,26102.26,
02,1,1,4,1,84850,17500,102350,1100,13960,2979.17,57612.59,77111.59,
03,2,3,9,1,90075,0,90075,0,3115.13,9049.56,68951.09,90850.09,
02,2,1,4,1,101350,146175,247525,400,251,9940,74629,147441,
06,2,3,1,3,18500,0,18500,0,100,1176,3632,6872,
05,2,3,3,2,28825,0,28825,0,1050,995,29522.04,33912.04,
01,1,2,4,1,59100,0,59100,2750,4535,1692,36535,50491,
02,2,2,3,1,67500,0,67500,750,1345,3798.48,22417.48,46247.48,
06,2,1,4,3,18650,32650,51300,300,2664,1584,34292,55492,
04,1,1,4,1,165050,0,198550,0,5240,6108,81108.85,135081.85,
01,2,1,3,2,22400,28000,50400,0,2765,1520,29441,33165,
03,1,1,2,2,13400,42050,55450,0,2490,1314,30460,44495,
05,1,3,1,1,55000,0,55000,0,305,1056,9859,22633,
06,2,3,1,3,36000,0,36000,0,2570,924,44086.32,49581.32,
03,1,1,3,1,43000,30300,73300,0,885.28,801,30170.46,44965.46,
03,1,1,2,1,100100,95775,195875,0,3156.8,6538,56612.8,132696.8,
02,1,1,4,2,550,1300,1850,73052.7,0,1238.11,150627.51,150627.51,
04,1,1,3,2,122500,82500,205000,0,1730,1104,43474,108818,
